user_id,movie_id,title
1,194,"Sting, The (1973)"
1,256,When the Cats Away (Chacun cherche son chat) (1996)
1,220,"Mirror Has Two Faces, The (1996)"
1,93,Welcome to the Dollhouse (1995)
1,8,Babe (1995)
1,205,Patton (1970)
1,234,Jaws (1975)
1,105,Sgt. Bilko (1996)
1,147,"Long Kiss Goodnight, The (1996)"
1,99,Snow White and the Seven Dwarfs (1937)
1,1,Toy Story (1995)
1,197,"Graduate, The (1967)"
1,173,"Princess Bride, The (1987)"
1,75,Brother Minister: The Assassination of Malcolm X (1994)
1,268,Chasing Amy (1997)
1,34,"Doom Generation, The (1995)"
1,144,Die Hard (1988)
1,271,Starship Troopers (1997)
1,119,Maya Lin: A Strong Clear Vision (1994)
1,26,"Brothers McMullen, The (1995)"
1,158,Weekend at Bernie's (1989)
1,37,Nadja (1994)
1,181,Return of the Jedi (1983)
1,136,Mr. Smith Goes to Washington (1939)
1,257,Men in Black (1997)
1,237,Jerry Maguire (1996)
1,131,Breakfast at Tiffany's (1961)
1,109,Mystery Science Theater 3000: The Movie (1996)
1,182,GoodFellas (1990)
1,71,"Lion King, The (1994)"
1,223,Sling Blade (1996)
1,46,Exotica (1994)
1,169,"Wrong Trousers, The (1993)"
1,41,Billy Madison (1995)
1,162,On Golden Pond (1981)
1,110,Operation Dumbo Drop (1995)
1,66,While You Were Sleeping (1995)
1,77,"Firm, The (1993)"
1,199,"Bridge on the River Kwai, The (1957)"
1,57,Priest (1994)
1,50,Star Wars (1977)
1,192,Raging Bull (1980)
1,178,12 Angry Men (1957)
1,5,Copycat (1995)
1,87,Searching for Bobby Fischer (1993)
1,238,Raising Arizona (1987)
1,156,Reservoir Dogs (1992)
1,106,Diabolique (1996)
1,167,Private Benjamin (1980)
1,115,"Haunted World of Edward D. Wood Jr., The (1995)"
1,11,Seven (Se7en) (1995)
1,245,"Devil's Own, The (1997)"
1,35,Free Willy 2: The Adventure Home (1995)
1,137,Big Night (1996)
1,127,"Godfather, The (1972)"
1,16,French Twist (Gazon maudit) (1995)
1,79,"Fugitive, The (1993)"
1,261,Air Bud (1997)
1,45,Eat Drink Man Woman (1994)
1,48,Hoop Dreams (1994)
1,25,"Birdcage, The (1996)"
1,251,Shall We Dance? (1996)
1,195,"Terminator, The (1984)"
1,153,"Fish Called Wanda, A (1988)"
1,101,Heavy Metal (1981)
1,168,Monty Python and the Holy Grail (1974)
1,123,"Frighteners, The (1996)"
1,191,Amadeus (1984)
1,4,Get Shorty (1995)
1,263,Steel (1997)
1,203,Unforgiven (1992)
1,55,"Professional, The (1994)"
1,42,Clerks (1994)
1,139,"Love Bug, The (1969)"
1,240,Beavis and Butt-head Do America (1996)
1,7,Twelve Monkeys (1995)
1,149,Jude (1996)
1,43,Disclosure (1994)
1,165,Jean de Florette (1986)
1,116,Cold Comfort Farm (1995)
1,198,Nikita (La Femme Nikita) (1990)
1,124,Lone Star (1996)
1,95,Aladdin (1992)
1,217,Bram Stoker's Dracula (1992)
1,58,Quiz Show (1994)
1,142,Bedknobs and Broomsticks (1971)
1,216,When Harry Met Sally... (1989)
1,126,"Spitfire Grill, The (1996)"
1,83,Much Ado About Nothing (1993)
1,231,Batman Returns (1992)
1,204,Back to the Future (1985)
1,3,Four Rooms (1995)
1,207,Cyrano de Bergerac (1990)
1,244,Smilla's Sense of Snow (1997)
1,19,Antonia's Line (1995)
1,29,Batman Forever (1995)
1,18,"White Balloon, The (1995)"
1,59,Three Colors: Red (1994)
1,15,Mr. Holland's Opus (1995)
1,111,"Truth About Cats & Dogs, The (1996)"
1,52,"Madness of King George, The (1994)"
1,88,Sleepless in Seattle (1993)
1,13,Mighty Aphrodite (1995)
1,28,Apollo 13 (1995)
1,172,"Empire Strikes Back, The (1980)"
1,122,"Cable Guy, The (1996)"
1,152,Sleeper (1973)
1,94,Home Alone (1990)
2,292,Rosewood (1997)
2,251,Shall We Dance? (1996)
2,50,Star Wars (1977)
2,314,3 Ninjas: High Noon At Mega Mountain (1998)
2,297,Ulee's Gold (1997)
2,290,Fierce Creatures (1997)
2,312,Midnight in the Garden of Good and Evil (1997)
2,13,Mighty Aphrodite (1995)
2,280,Up Close and Personal (1996)
2,303,Ulee's Gold (1997)
2,308,FairyTale: A True Story (1997)
2,307,"Devil's Advocate, The (1997)"
2,257,Men in Black (1997)
2,316,As Good As It Gets (1997)
2,315,Apt Pupil (1998)
2,301,In & Out (1997)
2,313,Titanic (1997)
2,279,Once Upon a Time... When We Were Colored (1995)
2,299,Hoodlum (1997)
2,298,Face/Off (1997)
2,19,Antonia's Line (1995)
2,277,Restoration (1995)
2,282,"Time to Kill, A (1996)"
2,111,"Truth About Cats & Dogs, The (1996)"
2,258,Contact (1997)
2,295,Breakdown (1997)
2,242,Kolya (1996)
2,283,Emma (1996)
2,276,Leaving Las Vegas (1995)
2,1,Toy Story (1995)
2,305,"Ice Storm, The (1997)"
2,14,"Postino, Il (1994)"
2,287,Marvin's Room (1996)
2,291,Absolute Power (1997)
2,293,Donnie Brasco (1997)
2,294,Liar Liar (1997)
2,310,"Rainmaker, The (1997)"
2,309,Deceiver (1997)
2,306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
2,25,"Birdcage, The (1996)"
2,273,Heat (1995)
2,10,Richard III (1995)
2,311,"Wings of the Dove, The (1997)"
2,269,"Full Monty, The (1997)"
2,255,My Best Friend's Wedding (1997)
2,284,Tin Cup (1996)
2,274,Sabrina (1995)
2,237,Jerry Maguire (1996)
2,300,Air Force One (1997)
2,100,Fargo (1996)
2,127,"Godfather, The (1972)"
2,285,Secrets & Lies (1996)
2,289,Evita (1996)
2,304,Fly Away Home (1996)
2,272,Good Will Hunting (1997)
2,278,Bed of Roses (1996)
2,288,Scream (1996)
2,286,"English Patient, The (1996)"
2,275,Sense and Sensibility (1995)
2,302,L.A. Confidential (1997)
2,296,"Promesse, La (1996)"
3,335,How to Be a Player (1997)
3,245,"Devil's Own, The (1997)"
3,337,"House of Yes, The (1997)"
3,343,Alien: Resurrection (1997)
3,323,Dante's Peak (1997)
3,331,"Edge, The (1997)"
3,294,Liar Liar (1997)
3,332,Kiss the Girls (1997)
3,328,Conspiracy Theory (1997)
3,334,U Turn (1997)
3,350,Fallen (1998)
3,341,Critical Care (1997)
3,300,Air Force One (1997)
3,345,Deconstructing Harry (1997)
3,299,Hoodlum (1997)
3,324,Lost Highway (1997)
3,348,Desperate Measures (1998)
3,351,"Prophecy II, The (1998)"
3,330,187 (1997)
3,327,Cop Land (1997)
3,307,"Devil's Advocate, The (1997)"
3,272,Good Will Hunting (1997)
3,354,"Wedding Singer, The (1998)"
3,264,Mimic (1997)
3,349,Hard Rain (1998)
3,321,Mother (1996)
3,260,Event Horizon (1997)
3,268,Chasing Amy (1997)
3,288,Scream (1996)
3,355,Sphere (1998)
3,258,Contact (1997)
3,339,Mad City (1997)
3,342,"Man Who Knew Too Little, The (1997)"
3,303,Ulee's Gold (1997)
3,329,Desperate Measures (1998)
3,338,Bean (1997)
3,302,L.A. Confidential (1997)
3,322,Murder at 1600 (1997)
3,352,Spice World (1997)
3,271,Starship Troopers (1997)
3,333,"Game, The (1997)"
3,344,"Apostle, The (1997)"
3,326,G.I. Jane (1997)
3,319,Everyone Says I Love You (1996)
3,325,Crash (1996)
3,347,Wag the Dog (1997)
3,336,Playing God (1997)
3,353,Deep Rising (1998)
3,340,Boogie Nights (1997)
3,346,Jackie Brown (1997)
4,264,Mimic (1997)
4,303,Ulee's Gold (1997)
4,361,Incognito (1997)
4,357,One Flew Over the Cuckoo's Nest (1975)
4,260,Event Horizon (1997)
4,356,"Client, The (1994)"
4,294,Liar Liar (1997)
4,288,Scream (1996)
4,50,Star Wars (1977)
4,354,"Wedding Singer, The (1998)"
4,271,Starship Troopers (1997)
4,300,Air Force One (1997)
4,328,Conspiracy Theory (1997)
4,258,Contact (1997)
4,210,Indiana Jones and the Last Crusade (1989)
4,329,Desperate Measures (1998)
4,327,Cop Land (1997)
4,324,Lost Highway (1997)
4,359,"Assignment, The (1997)"
4,362,Blues Brothers 2000 (1998)
4,358,Spawn (1997)
4,360,Wonderland (1997)
4,301,In & Out (1997)
5,2,GoldenEye (1995)
5,17,From Dusk Till Dawn (1996)
5,439,Amityville: A New Generation (1993)
5,225,101 Dalmatians (1996)
5,110,Operation Dumbo Drop (1995)
5,454,Bastard Out of Carolina (1996)
5,424,Children of the Corn: The Gathering (1996)
5,1,Toy Story (1995)
5,363,Sudden Death (1995)
5,98,"Silence of the Lambs, The (1991)"
5,102,"Aristocats, The (1970)"
5,211,M*A*S*H (1970)
5,382,"Adventures of Priscilla, Queen of the Desert, The (1994)"
5,376,Houseguest (1994)
5,62,Stargate (1994)
5,231,Batman Returns (1992)
5,377,Heavyweights (1994)
5,407,Spy Hard (1996)
5,24,Rumble in the Bronx (1995)
5,423,E.T. the Extra-Terrestrial (1982)
5,394,Radioland Murders (1994)
5,384,Naked Gun 33 1/3: The Final Insult (1994)
5,267,unknown
5,445,"Body Snatcher, The (1945)"
5,167,Private Benjamin (1980)
5,426,"Transformers: The Movie, The (1986)"
5,222,Star Trek: First Contact (1996)
5,403,Batman (1989)
5,173,"Princess Bride, The (1987)"
5,241,"Last of the Mohicans, The (1992)"
5,234,Jaws (1975)
5,154,Monty Python's Life of Brian (1979)
5,436,"American Werewolf in London, An (1981)"
5,42,Clerks (1994)
5,422,Aladdin and the King of Thieves (1996)
5,139,"Love Bug, The (1969)"
5,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
5,90,So I Married an Axe Murderer (1993)
5,153,"Fish Called Wanda, A (1988)"
5,94,Home Alone (1990)
5,389,Black Beauty (1994)
5,411,"Nutty Professor, The (1996)"
5,109,Mystery Science Theater 3000: The Movie (1996)
5,230,Star Trek IV: The Voyage Home (1986)
5,227,Star Trek VI: The Undiscovered Country (1991)
5,397,Striking Distance (1993)
5,444,"Blob, The (1958)"
5,402,Ghost (1990)
5,100,Fargo (1996)
5,143,"Sound of Music, The (1965)"
5,370,Mary Reilly (1996)
5,176,Aliens (1986)
5,441,"Amityville Horror, The (1979)"
5,69,Forrest Gump (1994)
5,417,"Parent Trap, The (1961)"
5,79,"Fugitive, The (1993)"
5,418,Cinderella (1950)
5,429,"Day the Earth Stood Still, The (1951)"
5,385,True Lies (1994)
5,372,Jeffrey (1995)
5,421,William Shakespeare's Romeo and Juliet (1996)
5,144,Die Hard (1988)
5,243,Jungle2Jungle (1997)
5,185,Psycho (1960)
5,393,Mrs. Doubtfire (1993)
5,413,Tales from the Crypt Presents: Bordello of Blood (1996)
5,89,Blade Runner (1982)
5,400,"Little Rascals, The (1994)"
5,80,Hot Shots! Part Deux (1993)
5,433,Heathers (1989)
5,219,"Nightmare on Elm Street, A (1984)"
5,428,Harold and Maude (1971)
5,259,George of the Jungle (1997)
5,410,Kingpin (1996)
5,369,Black Sheep (1996)
5,435,Butch Cassidy and the Sundance Kid (1969)
5,214,Pink Floyd - The Wall (1982)
5,364,Ace Ventura: When Nature Calls (1995)
5,209,This Is Spinal Tap (1984)
5,391,Last Action Hero (1993)
5,379,Tales From the Crypt Presents: Demon Knight (1995)
5,381,Muriel's Wedding (1994)
5,99,Snow White and the Seven Dwarfs (1937)
5,21,Muppet Treasure Island (1996)
5,427,To Kill a Mockingbird (1962)
5,451,Grease (1978)
5,430,Duck Soup (1933)
5,135,2001: A Space Odyssey (1968)
5,449,Star Trek: The Motion Picture (1979)
5,226,Die Hard 2 (1990)
5,401,"Brady Bunch Movie, The (1995)"
5,405,Mission: Impossible (1996)
5,443,"Birds, The (1963)"
5,257,Men in Black (1997)
5,25,"Birdcage, The (1996)"
5,186,"Blues Brothers, The (1980)"
5,432,Fantasia (1940)
5,194,"Sting, The (1973)"
5,229,Star Trek III: The Search for Spock (1984)
5,183,Alien (1979)
5,440,Amityville II: The Possession (1982)
5,29,Batman Forever (1995)
5,378,Miracle on 34th Street (1994)
5,392,"Man Without a Face, The (1993)"
5,390,Fear of a Black Hat (1993)
5,101,Heavy Metal (1981)
5,208,Young Frankenstein (1974)
5,399,"Three Musketeers, The (1993)"
5,456,Beverly Hills Ninja (1997)
5,168,Monty Python and the Holy Grail (1974)
5,50,Star Wars (1977)
5,408,"Close Shave, A (1995)"
5,416,Old Yeller (1957)
5,162,On Golden Pond (1981)
5,95,Aladdin (1992)
5,452,Jaws 2 (1978)
5,172,"Empire Strikes Back, The (1980)"
5,414,My Favorite Year (1982)
5,70,Four Weddings and a Funeral (1994)
5,437,Amityville 1992: It's About Time (1992)
5,151,Willy Wonka and the Chocolate Factory (1971)
5,415,"Apple Dumpling Gang, The (1975)"
5,371,"Bridges of Madison County, The (1995)"
5,396,Serial Mom (1994)
5,398,Super Mario Bros. (1993)
5,204,Back to the Future (1985)
5,216,When Harry Met Sally... (1989)
5,420,Alice in Wonderland (1951)
5,438,Amityville 3-D (1983)
5,387,"Age of Innocence, The (1993)"
5,447,Carrie (1976)
5,228,Star Trek: The Wrath of Khan (1982)
5,250,"Fifth Element, The (1997)"
5,145,"Lawnmower Man, The (1992)"
5,409,Jack (1996)
5,386,Addams Family Values (1993)
5,450,Star Trek V: The Final Frontier (1989)
5,235,Mars Attacks! (1996)
5,169,"Wrong Trousers, The (1993)"
5,431,Highlander (1986)
5,121,Independence Day (ID4) (1996)
5,374,Mighty Morphin Power Rangers: The Movie (1995)
5,365,Powder (1995)
5,189,"Grand Day Out, A (1992)"
5,446,Burnt Offerings (1976)
5,406,Thinner (1996)
5,239,Sneakers (1992)
5,425,Bob Roberts (1992)
5,66,While You Were Sleeping (1995)
5,366,Dangerous Minds (1995)
5,455,Jackie Chan's First Strike (1996)
5,367,Clueless (1995)
5,434,Forbidden Planet (1956)
5,63,"Santa Clause, The (1994)"
5,181,Return of the Jedi (1983)
5,412,"Very Brady Sequel, A (1996)"
5,163,"Return of the Pink Panther, The (1974)"
5,404,Pinocchio (1940)
5,383,"Flintstones, The (1994)"
5,233,Under Siege (1992)
5,200,"Shining, The (1980)"
5,380,Star Trek: Generations (1994)
5,105,Sgt. Bilko (1996)
5,210,Indiana Jones and the Last Crusade (1989)
5,448,"Omen, The (1976)"
5,419,Mary Poppins (1964)
5,375,Showgirls (1995)
5,373,Judge Dredd (1995)
5,368,Bio-Dome (1996)
5,174,Raiders of the Lost Ark (1981)
6,86,"Remains of the Day, The (1993)"
6,14,"Postino, Il (1994)"
6,98,"Silence of the Lambs, The (1991)"
6,463,"Secret of Roan Inish, The (1994)"
6,301,In & Out (1997)
6,258,Contact (1997)
6,69,Forrest Gump (1994)
6,517,Manhattan (1979)
6,23,Taxi Driver (1976)
6,492,East of Eden (1955)
6,478,"Philadelphia Story, The (1940)"
6,508,"People vs. Larry Flynt, The (1996)"
6,469,Short Cuts (1993)
6,357,One Flew Over the Cuckoo's Nest (1975)
6,143,"Sound of Music, The (1965)"
6,275,Sense and Sensibility (1995)
6,294,Liar Liar (1997)
6,221,Breaking the Waves (1996)
6,532,Kama Sutra: A Tale of Love (1996)
6,211,M*A*S*H (1970)
6,180,Apocalypse Now (1979)
6,477,Matilda (1996)
6,297,Ulee's Gold (1997)
6,500,Fly Away Home (1996)
6,95,Aladdin (1992)
6,475,Trainspotting (1996)
6,509,My Left Foot (1989)
6,134,Citizen Kane (1941)
6,525,"Big Sleep, The (1946)"
6,209,This Is Spinal Tap (1984)
6,19,Antonia's Line (1995)
6,476,"First Wives Club, The (1996)"
6,154,Monty Python's Life of Brian (1979)
6,175,Brazil (1985)
6,523,Cool Hand Luke (1967)
6,498,"African Queen, The (1951)"
6,188,Full Metal Jacket (1987)
6,213,"Room with a View, A (1986)"
6,432,Fantasia (1940)
6,515,"Boot, Das (1981)"
6,156,Reservoir Dogs (1992)
6,205,Patton (1970)
6,133,Gone with the Wind (1939)
6,70,Four Weddings and a Funeral (1994)
6,481,"Apartment, The (1960)"
6,151,Willy Wonka and the Chocolate Factory (1971)
6,479,Vertigo (1958)
6,487,Roman Holiday (1953)
6,131,Breakfast at Tiffany's (1961)
6,528,"Killing Fields, The (1984)"
6,28,Apollo 13 (1995)
6,467,"Bronx Tale, A (1993)"
6,136,Mr. Smith Goes to Washington (1939)
6,117,"Rock, The (1996)"
6,32,Crumb (1994)
6,15,Mr. Holland's Opus (1995)
6,135,2001: A Space Odyssey (1968)
6,286,"English Patient, The (1996)"
6,513,"Third Man, The (1949)"
6,125,Phenomenon (1996)
6,484,"Maltese Falcon, The (1941)"
6,458,Nixon (1995)
6,199,"Bridge on the River Kwai, The (1957)"
6,183,Alien (1979)
6,499,Cat on a Hot Tin Roof (1958)
6,197,"Graduate, The (1967)"
6,195,"Terminator, The (1984)"
6,488,Sunset Blvd. (1950)
6,466,Red Rock West (1992)
6,193,"Right Stuff, The (1983)"
6,483,Casablanca (1942)
6,526,Ben-Hur (1959)
6,459,"Cry, the Beloved Country (1995)"
6,238,Raising Arizona (1987)
6,81,"Hudsucker Proxy, The (1994)"
6,208,Young Frankenstein (1974)
6,423,E.T. the Extra-Terrestrial (1982)
6,486,Sabrina (1954)
6,59,Three Colors: Red (1994)
6,124,Lone Star (1996)
6,56,Pulp Fiction (1994)
6,521,"Deer Hunter, The (1978)"
6,470,Tombstone (1993)
6,204,Back to the Future (1985)
6,187,"Godfather: Part II, The (1974)"
6,518,Miller's Crossing (1990)
6,471,Courage Under Fire (1996)
6,248,Grosse Pointe Blank (1997)
6,511,Lawrence of Arabia (1962)
6,284,Tin Cup (1996)
6,304,Fly Away Home (1996)
6,189,"Grand Day Out, A (1992)"
6,506,Rebel Without a Cause (1955)
6,269,"Full Monty, The (1997)"
6,87,Searching for Bobby Fischer (1993)
6,318,Schindler's List (1993)
6,276,Leaving Las Vegas (1995)
6,534,Traveller (1997)
6,524,"Great Dictator, The (1940)"
6,100,Fargo (1996)
6,480,North by Northwest (1959)
6,536,Ponette (1996)
6,21,Muppet Treasure Island (1996)
6,200,"Shining, The (1980)"
6,494,His Girl Friday (1940)
6,165,Jean de Florette (1986)
6,22,Braveheart (1995)
6,419,Mary Poppins (1964)
6,50,Star Wars (1977)
6,520,"Great Escape, The (1963)"
6,169,"Wrong Trousers, The (1993)"
6,246,Chasing Amy (1997)
6,293,Donnie Brasco (1997)
6,503,"Candidate, The (1972)"
6,465,"Jungle Book, The (1994)"
6,461,Smoke (1995)
6,410,Kingpin (1996)
6,504,Bonnie and Clyde (1967)
6,321,Mother (1996)
6,522,Down by Law (1986)
6,47,Ed Wood (1994)
6,482,Some Like It Hot (1959)
6,529,My Life as a Dog (Mitt liv som hund) (1985)
6,510,"Magnificent Seven, The (1954)"
6,493,"Thin Man, The (1934)"
6,495,Around the World in 80 Days (1956)
6,203,Unforgiven (1992)
6,501,Dumbo (1941)
6,259,George of the Jungle (1997)
6,530,"Man Who Would Be King, The (1975)"
6,485,My Fair Lady (1964)
6,137,Big Night (1996)
6,367,Clueless (1995)
6,64,"Shawshank Redemption, The (1994)"
6,174,Raiders of the Lost Ark (1981)
6,505,Dial M for Murder (1954)
6,507,"Streetcar Named Desire, A (1951)"
6,516,Local Hero (1983)
6,13,Mighty Aphrodite (1995)
6,310,"Rainmaker, The (1997)"
6,186,"Blues Brothers, The (1980)"
6,512,Wings of Desire (1987)
6,191,Amadeus (1984)
6,274,Sabrina (1995)
6,178,12 Angry Men (1957)
6,473,James and the Giant Peach (1996)
6,408,"Close Shave, A (1995)"
6,538,Anastasia (1997)
6,427,To Kill a Mockingbird (1962)
6,435,Butch Cassidy and the Sundance Kid (1969)
6,405,Mission: Impossible (1996)
6,166,Manon of the Spring (Manon des sources) (1986)
6,194,"Sting, The (1973)"
6,514,Annie Hall (1977)
6,177,"Good, The Bad and The Ugly, The (1966)"
6,12,"Usual Suspects, The (1995)"
6,302,L.A. Confidential (1997)
6,309,Deceiver (1997)
6,71,"Lion King, The (1994)"
6,168,Monty Python and the Holy Grail (1974)
6,303,Ulee's Gold (1997)
6,472,Dragonheart (1996)
6,185,Psycho (1960)
6,79,"Fugitive, The (1993)"
6,173,"Princess Bride, The (1987)"
6,268,Chasing Amy (1997)
6,502,Bananas (1971)
6,308,FairyTale: A True Story (1997)
6,153,"Fish Called Wanda, A (1988)"
6,89,Blade Runner (1982)
6,7,Twelve Monkeys (1995)
6,192,Raging Bull (1980)
6,527,Gandhi (1982)
6,519,"Treasure of the Sierra Madre, The (1948)"
6,491,"Adventures of Robin Hood, The (1938)"
6,317,In the Name of the Father (1993)
6,489,Notorious (1946)
6,257,Men in Black (1997)
6,127,"Godfather, The (1972)"
6,425,Bob Roberts (1992)
6,1,Toy Story (1995)
6,460,"Crossing Guard, The (1995)"
6,242,Kolya (1996)
6,298,Face/Off (1997)
6,535,Addicted to Love (1997)
6,132,"Wizard of Oz, The (1939)"
6,462,Like Water For Chocolate (Como agua para chocolate) (1992)
6,497,Bringing Up Baby (1938)
6,474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
6,170,Cinema Paradiso (1988)
6,223,Sling Blade (1996)
6,340,Boogie Nights (1997)
6,9,Dead Man Walking (1995)
6,261,Air Bud (1997)
6,531,Shine (1996)
6,468,Rudy (1993)
6,464,Vanya on 42nd Street (1994)
6,306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
6,285,Secrets & Lies (1996)
6,496,It's a Wonderful Life (1946)
6,533,"Daytrippers, The (1996)"
6,216,When Harry Met Sally... (1989)
6,111,"Truth About Cats & Dogs, The (1996)"
6,182,GoodFellas (1990)
6,8,Babe (1995)
6,237,Jerry Maguire (1996)
6,539,Mouse Hunt (1997)
6,537,My Own Private Idaho (1991)
6,490,To Catch a Thief (1955)
6,202,Groundhog Day (1993)
7,32,Crumb (1994)
7,479,Vertigo (1958)
7,455,Jackie Chan's First Strike (1996)
7,382,"Adventures of Priscilla, Queen of the Desert, The (1994)"
7,163,"Return of the Pink Panther, The (1974)"
7,430,Duck Soup (1933)
